epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
25,0.9994897842407227,0.0010000000474974513,0.04438721388578415,0.9952380657196045,0.04130065441131592
26,0.9974489808082581,0.0010000000474974513,0.04675624892115593,0.9976190328598022,0.03873497620224953
27,0.9974489808082581,0.0005000000237487257,0.043138545006513596,1.0,0.03484024479985237
28,0.9984694123268127,0.0005000000237487257,0.04267089068889618,1.0,0.03470972925424576
29,0.9989795684814453,0.0005000000237487257,0.04125047102570534,1.0,0.03425560146570206
30,0.9994897842407227,0.0005000000237487257,0.041254907846450806,1.0,0.03402554988861084
31,0.9989795684814453,0.0005000000237487257,0.04051448404788971,1.0,0.03385903313755989
32,1.0,0.0005000000237487257,0.03839019313454628,1.0,0.03354272246360779
33,0.9989795684814453,0.0005000000237487257,0.039913710206747055,1.0,0.03400668129324913
34,0.9989795684814453,0.0005000000237487257,0.03907772898674011,1.0,0.03363465517759323
35,0.9989795684814453,0.0005000000237487257,0.03867718204855919,1.0,0.03317568078637123
36,0.9974489808082581,0.0005000000237487257,0.03996681049466133,1.0,0.03441629558801651
37,0.9994897842407227,0.0005000000237487257,0.03671500086784363,0.9976190328598022,0.03475169464945793
38,0.9989795684814453,0.0005000000237487257,0.03823159635066986,0.9952380657196045,0.04157284274697304
39,0.9984694123268127,0.0005000000237487257,0.038871269673109055,1.0,0.032359037548303604
40,0.9984694123268127,0.0005000000237487257,0.03811324015259743,1.0,0.033740393817424774
41,0.9994897842407227,0.0005000000237487257,0.03553197532892227,1.0,0.03154145926237106
42,0.9994897842407227,0.0005000000237487257,0.03519706800580025,1.0,0.03224664181470871
43,1.0,0.0005000000237487257,0.03422071784734726,1.0,0.03202756866812706
44,1.0,0.0005000000237487257,0.034510545432567596,1.0,0.03100796602666378
45,0.9989795684814453,0.0005000000237487257,0.03520980104804039,1.0,0.031083177775144577
46,0.9989795684814453,0.0005000000237487257,0.035255253314971924,1.0,0.030607663094997406
47,0.9994897842407227,0.0005000000237487257,0.034227725118398666,1.0,0.030769305303692818
48,0.9994897842407227,0.0005000000237487257,0.034378066658973694,1.0,0.031178882345557213
49,0.9984694123268127,0.0005000000237487257,0.035458218306303024,1.0,0.029672149568796158
50,0.9984694123268127,0.0005000000237487257,0.034968096762895584,0.9976190328598022,0.035566821694374084
51,0.9994897842407227,0.0005000000237487257,0.03633112832903862,1.0,0.029492150992155075
52,0.9994897842407227,0.0005000000237487257,0.03255366533994675,1.0,0.029108691960573196
53,0.9984694123268127,0.0005000000237487257,0.03528536483645439,0.9785714149475098,0.09659115970134735
54,1.0,0.0005000000237487257,0.03263753652572632,1.0,0.02864808589220047
55,0.9989795684814453,0.0005000000237487257,0.03263949602842331,0.9904761910438538,0.04660223051905632
56,0.9989795684814453,0.0005000000237487257,0.03384131193161011,0.9785714149475098,0.09297697246074677
57,0.9994897842407227,0.0005000000237487257,0.03136570751667023,1.0,0.027926214039325714
58,0.9994897842407227,0.0005000000237487257,0.03093128092586994,0.9833333492279053,0.051773324608802795
59,0.9989795684814453,0.0005000000237487257,0.0307712834328413,1.0,0.027250777930021286
60,0.9994897842407227,0.0005000000237487257,0.02935609593987465,1.0,0.02742396853864193
61,0.9994897842407227,0.0005000000237487257,0.030096670612692833,1.0,0.026662612333893776
62,1.0,0.0005000000237487257,0.028637925162911415,1.0,0.026437819004058838
63,1.0,0.0005000000237487257,0.02804763987660408,1.0,0.026163481175899506
64,1.0,0.0005000000237487257,0.02807508409023285,1.0,0.026061207056045532
65,0.9989795684814453,0.0005000000237487257,0.03074541874229908,1.0,0.025537244975566864
66,0.9989795684814453,0.0005000000237487257,0.029819566756486893,1.0,0.025345822796225548
67,0.9994897842407227,0.0005000000237487257,0.028255175799131393,0.9976190328598022,0.03194921463727951
68,1.0,0.0005000000237487257,0.02649550884962082,1.0,0.025436652824282646
69,1.0,0.0005000000237487257,0.026362841948866844,0.9952380657196045,0.02925943396985531
70,0.9994897842407227,0.0005000000237487257,0.026646673679351807,1.0,0.02437678910791874
71,0.9994897842407227,0.0005000000237487257,0.02620038576424122,1.0,0.023927366361021996
72,0.9989795684814453,0.0005000000237487257,0.02709299325942993,0.9976190328598022,0.029130825772881508
73,0.9989795684814453,0.0005000000237487257,0.026178522035479546,1.0,0.02364986762404442
74,1.0,0.0005000000237487257,0.025034280493855476,1.0,0.02308192290365696
75,0.9979591965675354,0.0005000000237487257,0.028532112017273903,0.961904764175415,0.12203247100114822
76,0.9984694123268127,0.0005000000237487257,0.03133973479270935,1.0,0.02367355301976204
77,1.0,0.0005000000237487257,0.025565674528479576,1.0,0.024671044200658798
78,0.9994897842407227,0.0005000000237487257,0.025196490809321404,1.0,0.022804806008934975
79,0.9994897842407227,0.0005000000237487257,0.025101233273744583,1.0,0.022256238386034966
