epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.636904776096344,0.0010000000474974513,1.1589407920837402,0.16726189851760864,9.298669815063477
1,0.9404761791229248,0.0010000000474974513,0.378875195980072,0.4267857074737549,2.7332563400268555
2,0.9547619223594666,0.0010000000474974513,0.26096734404563904,0.862500011920929,0.39886584877967834
3,0.9779762029647827,0.0010000000474974513,0.17785434424877167,0.9744047522544861,0.13840895891189575
